"","proyecto","folioviv","foliohog","numren","ent","parentesco","edad","sexo","edo_civ","habl_ind","asis_esc","años_escolaridad","pea","c_ocupa","sector_act","subordinado","independiente","trab_formal","preslab","jub","dhind_cy","dhind_parent","ic_rezedu","ic_asalud","ic_segsoc","ic_cv","ic_sbv","ic_ali","i_privacion","ictpc","plb_m","plb","cuadrantes","rururb","factor","upm","est_dis","tam_loc","ubica_geo","mun","idD"
"1","2","111001","0","01","11","101",54,1,2,0,2,17,1,4,2,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,10788.0860751746,0,0,5,0,479,"32250","1123",2,"11002","002","11002"
"2","2","111001","0","02","11","201",48,0,2,0,2,19,1,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10788.0860751746,0,0,5,0,479,"32250","1123",2,"11002","002","11002"
"3","2","111002","0","01","11","102",76,0,5,0,2,0,3,6,5,NA,NA,4,NA,1,0,0,1,0,0,0,0,1,2,2916.80156751244,0,0,3,0,479,"32250","1123",2,"11002","002","11002"
"4","2","111003","0","01","11","102",83,0,5,0,2,4,3,6,5,NA,NA,4,NA,0,0,0,1,1,1,0,0,0,3,7061.9453051422,0,0,3,0,479,"32250","1123",2,"11002","002","11002"
"5","2","111004","0","01","11","101",50,1,2,0,2,7,1,1,3,0,1,NA,0,0,0,0,0,0,1,0,0,0,1,603.332942671316,1,1,2,0,479,"32250","1123",2,"11002","002","11002"
"6","2","111004","0","02","11","201",49,0,2,0,2,6,3,6,5,NA,NA,4,NA,0,0,0,0,0,1,0,0,0,1,603.332942671316,1,1,2,0,479,"32250","1123",2,"11002","002","11002"
"7","2","111004","0","03","11","301",30,1,6,0,2,17,2,5,4,NA,NA,3,NA,0,0,0,0,1,1,0,0,0,2,603.332942671316,1,1,2,0,479,"32250","1123",2,"11002","002","11002"
"8","2","111004","0","04","11","301",20,1,6,0,2,6,1,3,3,1,0,NA,0,0,0,0,1,0,1,0,0,0,2,603.332942671316,1,1,2,0,479,"32250","1123",2,"11002","002","11002"
"9","2","111004","0","05","11","301",17,0,6,0,1,10,3,6,5,NA,NA,4,NA,0,0,0,0,0,1,0,0,0,1,603.332942671316,1,1,2,0,479,"32250","1123",2,"11002","002","11002"
"10","2","111005","0","01","11","101",33,1,2,0,2,13,1,3,3,0,1,NA,0,0,0,0,0,0,1,0,0,0,1,3011.20101663077,0,0,3,0,479,"32250","1123",2,"11002","002","11002"
"11","2","111005","0","02","11","201",33,0,2,0,2,12,1,3,3,0,1,NA,0,0,0,0,0,0,1,0,0,0,1,3011.20101663077,0,0,3,0,479,"32250","1123",2,"11002","002","11002"
"12","2","111005","0","03","11","301",8,0,NA,0,1,2,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,0,1,3011.20101663077,0,0,3,0,479,"32250","1123",2,"11002","002","11002"
"13","2","111005","0","04","11","301",3,1,NA,0,2,0,4,7,6,NA,NA,5,NA,0,0,0,1,0,1,0,0,0,2,3011.20101663077,0,0,3,0,479,"32250","1123",2,"11002","002","11002"
"14","2","111008","0","01","11","102",73,0,5,0,2,3,3,6,5,NA,NA,4,NA,0,0,0,1,0,0,0,0,0,1,500.42441437915,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"15","2","111009","0","01","11","101",32,1,2,0,2,6,1,3,1,1,0,NA,0,0,0,0,0,0,1,0,0,1,2,585.957031564619,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"16","2","111009","0","02","11","201",35,0,2,0,2,6,3,6,5,NA,NA,4,NA,0,0,0,0,0,1,0,0,1,2,585.957031564619,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"17","2","111009","0","03","11","301",17,0,6,0,2,8,2,5,4,NA,NA,3,NA,0,0,0,1,0,1,0,0,1,3,585.957031564619,1,1,1,1,496,"32930","1141",4,"11002","002","11002"
"18","2","111009","0","04","11","301",16,1,6,0,2,9,2,5,4,NA,NA,3,NA,0,0,0,0,0,1,0,0,1,2,585.957031564619,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"19","2","111009","0","05","11","301",10,0,NA,0,1,3,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,1,1,585.957031564619,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"20","2","111009","0","06","11","301",6,0,NA,0,1,0,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,1,2,585.957031564619,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"21","2","111009","0","07","11","301",3,1,NA,0,2,0,4,7,6,NA,NA,5,NA,0,0,1,1,0,0,0,0,1,2,585.957031564619,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"22","2","111010","0","01","11","101",52,1,2,0,2,3,1,2,2,1,0,NA,0,0,0,0,1,0,1,0,0,0,2,426.654432628719,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"23","2","111010","0","02","11","201",52,0,2,0,2,3,3,6,5,NA,NA,4,NA,0,0,0,1,0,1,0,0,0,2,426.654432628719,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"24","2","111010","0","03","11","301",20,0,6,0,2,12,2,5,4,NA,NA,3,NA,0,0,0,0,0,1,0,0,0,1,426.654432628719,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"25","2","111010","0","04","11","301",17,1,1,0,2,3,2,5,4,NA,NA,3,NA,0,0,0,1,0,1,0,0,0,2,426.654432628719,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"26","2","111010","0","05","11","617",19,0,1,0,2,9,3,6,5,NA,NA,4,NA,0,0,0,0,0,1,0,0,0,1,426.654432628719,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"27","2","111010","0","06","11","609",2,0,NA,NA,NA,NA,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,0,1,426.654432628719,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"28","2","111011","0","01","11","101",37,1,2,0,2,9,1,3,2,1,0,NA,0,0,0,0,0,0,1,0,1,1,3,891.756266126811,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"29","2","111011","0","02","11","201",37,0,2,0,2,9,2,5,4,NA,NA,3,NA,0,0,0,0,0,1,0,1,1,3,891.756266126811,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"30","2","111011","0","03","11","301",12,0,6,0,1,6,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,1,1,3,891.756266126811,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"31","2","111011","0","04","11","301",9,1,NA,0,1,2,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,1,1,3,891.756266126811,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"32","2","111011","0","05","11","301",9,1,NA,0,1,3,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,1,1,3,891.756266126811,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"33","2","111012","0","01","11","101",42,1,2,0,2,9,1,3,1,1,0,NA,0,0,0,0,0,0,1,0,0,1,2,448.024970181966,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"34","2","111012","0","02","11","201",40,0,2,0,2,9,3,6,5,NA,NA,4,NA,0,0,0,0,0,1,0,0,1,2,448.024970181966,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"35","2","111012","0","03","11","301",18,0,6,0,2,9,3,6,5,NA,NA,4,NA,0,0,0,0,0,1,0,0,1,2,448.024970181966,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"36","2","111012","0","04","11","301",15,0,6,0,1,8,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,1,2,448.024970181966,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"37","2","111012","0","05","11","301",10,1,NA,0,1,3,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,1,2,448.024970181966,1,1,2,1,496,"32930","1141",4,"11002","002","11002"
"38","2","111013","0","01","11","101",24,1,2,0,2,12,1,2,2,1,0,NA,0,0,0,0,0,0,1,0,0,1,2,1115.85840796634,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"39","2","111013","0","02","11","201",21,0,2,0,2,9,1,3,3,1,0,NA,0,0,0,0,0,0,1,0,0,1,2,1115.85840796634,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"40","2","111013","0","03","11","301",4,1,NA,0,1,0,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,1,2,1115.85840796634,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"41","2","111014","0","01","11","101",52,1,2,0,2,4,2,5,4,NA,NA,3,NA,0,0,0,1,0,1,0,1,0,3,1175.49705842908,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"42","2","111014","0","02","11","201",51,0,2,0,2,0,3,6,5,NA,NA,4,NA,0,0,0,1,0,1,0,1,0,3,1175.49705842908,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"43","2","111014","0","03","11","601",90,0,5,0,2,0,3,6,5,NA,NA,4,NA,0,0,0,1,0,0,0,1,0,2,1175.49705842908,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"44","2","111015","0","01","11","101",31,1,2,0,2,5,1,1,1,1,0,NA,0,0,0,0,1,0,1,0,0,0,2,809.065503492464,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"45","2","111015","0","02","11","201",27,0,2,0,2,6,3,6,5,NA,NA,4,NA,0,0,0,1,0,1,0,0,0,2,809.065503492464,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"46","2","111015","0","03","11","301",7,1,NA,0,1,1,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,0,1,809.065503492464,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"47","2","111015","0","04","11","301",12,1,6,0,1,4,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,0,1,809.065503492464,0,1,2,1,496,"32930","1141",4,"11002","002","11002"
"48","2","111016","0","01","11","101",50,1,2,0,2,0,1,1,1,1,0,NA,0,0,0,0,1,0,1,0,1,0,3,1086.20890152423,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"49","2","111016","0","02","11","201",48,0,2,0,2,0,3,6,5,NA,NA,4,NA,0,1,0,1,0,0,0,1,0,2,1086.20890152423,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"50","2","111016","0","03","11","301",23,1,6,0,2,6,2,5,4,NA,NA,3,NA,0,0,0,1,1,1,0,1,0,4,1086.20890152423,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"51","2","111016","0","04","11","301",15,1,6,0,2,9,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,1,0,1,1086.20890152423,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"52","2","111016","0","05","11","301",13,0,6,0,2,6,4,7,6,NA,NA,5,0,0,0,1,1,0,0,0,1,0,2,1086.20890152423,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"53","2","111016","0","06","11","301",8,1,NA,0,1,2,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,1,0,2,1086.20890152423,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"54","2","111017","0","01","11","101",70,1,2,0,2,0,1,3,1,1,0,NA,0,0,0,0,1,0,1,1,0,0,3,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"55","2","111017","0","02","11","201",60,0,2,0,2,0,3,6,5,NA,NA,4,NA,0,1,0,1,0,0,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"56","2","111017","0","03","11","301",35,0,4,0,2,6,1,3,3,1,0,NA,0,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"57","2","111017","0","04","11","301",29,0,6,0,2,6,3,6,5,NA,NA,4,NA,1,0,0,0,0,0,1,0,0,1,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"58","2","111017","0","05","11","609",14,0,6,0,2,6,4,7,6,NA,NA,5,NA,0,0,0,1,0,1,1,0,0,3,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"59","2","111017","0","06","11","609",11,1,NA,0,1,4,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"60","2","111017","0","07","11","609",8,1,NA,0,1,1,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"61","2","111017","0","08","11","609",7,0,NA,0,1,1,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"62","2","111017","0","09","11","609",11,1,NA,0,1,5,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"63","2","111017","0","10","11","609",6,0,NA,0,1,0,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"64","2","111017","0","11","11","609",4,1,NA,0,1,0,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"65","2","111017","0","12","11","609",2,0,NA,NA,NA,NA,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"66","2","111017","0","13","11","609",0,1,NA,NA,NA,NA,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,1,0,0,2,794.379454101238,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"67","2","111018","0","01","11","101",55,1,2,0,2,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1174.62969902454,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"68","2","111018","0","02","11","201",51,0,2,0,2,0,3,6,5,NA,NA,4,NA,0,0,0,1,0,1,0,0,0,2,1174.62969902454,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"69","2","111018","0","03","11","301",21,1,1,0,2,8,2,5,4,NA,NA,3,NA,0,0,0,1,1,1,0,0,0,3,1174.62969902454,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"70","2","111018","0","04","11","617",21,0,1,0,2,6,1,3,3,1,0,NA,0,0,0,0,1,0,1,0,0,0,2,1174.62969902454,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"71","2","111018","0","05","11","301",10,0,NA,0,1,4,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,0,1,1174.62969902454,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"72","2","111018","0","06","11","609",0,0,NA,NA,NA,NA,4,7,6,NA,NA,5,NA,0,0,0,0,1,1,0,0,0,2,1174.62969902454,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"73","2","111019","0","01","11","101",52,1,6,0,2,0,1,3,1,1,0,NA,0,0,0,0,1,1,1,1,1,0,5,1326.64401301706,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"74","2","111019","0","02","11","603",78,1,5,0,2,0,3,6,5,NA,NA,4,NA,0,0,0,1,1,1,1,1,0,5,1326.64401301706,0,1,2,1,781,"33020","1141",4,"11003","003","11003"
"75","2","111020","0","01","11","101",55,1,2,0,2,0,1,1,1,1,0,NA,0,0,0,0,1,0,1,0,0,0,2,1667.61080477358,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"76","2","111020","0","02","11","201",47,0,2,0,2,0,1,3,3,1,0,NA,0,0,0,0,1,0,1,0,0,0,2,1667.61080477358,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"77","2","111020","0","03","11","301",25,1,6,0,2,14,1,2,2,1,0,NA,0,0,0,0,0,0,1,0,0,0,1,1667.61080477358,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"78","2","111020","0","04","11","301",22,0,6,0,2,9,3,6,5,NA,NA,4,NA,0,0,0,0,1,1,0,0,0,2,1667.61080477358,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"79","2","111020","0","05","11","301",21,0,6,0,2,14,1,3,3,1,0,NA,0,0,0,1,0,0,1,0,0,0,1,1667.61080477358,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"80","2","111020","0","06","11","301",19,1,6,0,2,6,1,1,1,1,0,NA,0,0,0,0,1,1,1,0,0,0,3,1667.61080477358,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"81","2","111020","0","07","11","301",16,0,6,0,2,5,3,6,5,NA,NA,4,NA,0,0,1,1,0,0,0,0,0,1,1667.61080477358,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"82","2","111020","0","08","11","301",14,0,6,0,1,8,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,1667.61080477358,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"83","2","111020","0","09","11","301",12,1,6,0,1,6,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,1667.61080477358,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"84","2","111020","0","10","11","301",8,1,NA,0,1,2,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,1667.61080477358,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"85","2","111021","0","01","11","101",30,1,2,0,2,6,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1600.8517784566,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"86","2","111021","0","02","11","201",29,0,2,0,2,9,3,6,5,NA,NA,4,NA,0,1,0,0,0,0,0,0,0,0,1600.8517784566,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"87","2","111021","0","03","11","301",4,0,NA,0,1,0,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,1600.8517784566,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"88","2","111023","0","01","11","101",63,0,5,0,2,0,3,6,5,NA,NA,4,NA,1,0,0,1,0,0,0,0,0,1,2508.62109878599,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"89","2","111023","0","02","11","301",23,1,2,0,2,9,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2508.62109878599,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"90","2","111023","0","03","11","617",23,0,2,0,2,6,3,6,5,NA,NA,4,NA,0,0,1,1,0,0,0,0,0,1,2508.62109878599,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"91","2","111023","0","04","11","617",25,1,2,0,2,12,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2508.62109878599,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"92","2","111023","0","05","11","301",28,0,2,0,2,6,1,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2508.62109878599,0,0,3,1,781,"33020","1141",4,"11003","003","11003"
"93","2","111023","0","06","11","609",2,1,NA,NA,NA,NA,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,2508.62109878599,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"94","2","111023","0","07","11","609",1,0,NA,NA,NA,NA,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,2508.62109878599,0,0,5,1,781,"33020","1141",4,"11003","003","11003"
"95","2","111025","0","01","11","101",33,1,2,0,2,9,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1154.28587380739,0,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"96","2","111025","0","02","11","201",35,0,2,0,2,12,1,3,3,0,1,NA,0,0,1,0,0,0,0,0,0,1,1,1154.28587380739,0,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"97","2","111025","0","03","11","301",13,0,6,0,1,7,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,1,1,1154.28587380739,0,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"98","2","111025","0","04","11","301",8,1,NA,0,1,2,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,1,1,1154.28587380739,0,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"99","2","111025","0","05","11","301",1,1,NA,NA,NA,NA,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,1,1,1154.28587380739,0,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"100","2","111026","0","01","11","101",38,1,2,0,2,7,1,3,3,1,0,NA,0,0,0,0,0,0,1,0,0,1,2,823.040658770438,1,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"101","2","111026","0","02","11","201",30,0,2,0,2,6,3,6,5,NA,NA,4,NA,0,1,0,0,0,1,0,0,1,2,823.040658770438,1,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"102","2","111026","0","03","11","301",10,1,NA,0,1,4,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,1,2,823.040658770438,1,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"103","2","111026","0","04","11","301",6,0,NA,0,1,0,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,1,2,823.040658770438,1,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"104","2","111026","0","05","11","301",3,1,NA,0,2,0,4,7,6,NA,NA,5,NA,0,0,0,1,0,1,0,0,1,3,823.040658770438,1,1,1,0,1196,"32510","1112",1,"11007","007","11007"
"105","2","111027","0","01","11","102",29,1,4,0,2,11,2,5,4,NA,NA,3,NA,0,0,0,0,1,1,0,0,1,3,3011.40421529935,0,0,3,0,1196,"32510","1112",1,"11007","007","11007"
"106","2","111029","0","01","11","101",41,1,2,1,2,6,1,1,2,1,0,NA,0,0,0,0,0,0,1,0,0,0,1,1283.08595696489,0,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"107","2","111029","0","02","11","201",43,0,2,0,2,6,1,3,3,1,0,NA,0,0,0,0,0,0,1,0,0,0,1,1283.08595696489,0,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"108","2","111029","0","03","11","301",11,1,NA,0,1,5,4,7,6,NA,NA,5,NA,0,0,0,0,0,1,0,0,0,1,1283.08595696489,0,1,2,0,1196,"32510","1112",1,"11007","007","11007"
"109","2","111031","0","01","11","102",64,0,6,0,2,6,3,6,5,NA,NA,4,NA,0,0,0,0,0,1,0,0,0,1,3511.07901843584,0,0,3,0,435,"32580","1112",1,"11007","007","11007"
"110","2","111032","0","01","11","101",30,1,2,0,2,6,1,3,2,1,0,NA,0,0,0,0,0,1,1,0,0,1,3,1159.75839521937,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"111","2","111032","0","02","11","201",29,0,2,0,2,6,1,3,3,1,0,NA,0,0,0,0,0,1,1,0,0,1,3,1159.75839521937,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"112","2","111032","0","03","11","301",18,0,6,0,2,11,1,3,3,1,0,NA,0,0,0,0,0,1,1,0,0,1,3,1159.75839521937,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"113","2","111032","0","04","11","301",12,0,6,0,1,6,4,7,6,NA,NA,5,NA,0,0,0,0,1,1,0,0,1,3,1159.75839521937,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"114","2","111033","0","01","11","101",55,1,2,0,2,9,1,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1435.4442917959,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"115","2","111033","0","02","11","201",49,0,2,0,2,0,3,6,5,NA,NA,4,NA,0,1,0,1,0,0,1,0,0,2,1435.4442917959,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"116","2","111033","0","03","11","301",22,1,6,0,2,9,1,2,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1435.4442917959,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"117","2","111033","0","04","11","301",11,0,NA,0,1,5,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,1,0,0,1,1435.4442917959,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"118","2","111033","0","05","11","301",10,0,NA,0,1,4,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,1,0,0,1,1435.4442917959,0,1,2,0,435,"32580","1112",1,"11007","007","11007"
"119","2","111034","0","01","11","101",27,0,3,0,1,9,1,1,2,1,0,NA,0,0,0,0,0,1,1,0,0,0,2,6285.21841425672,0,0,3,0,435,"32580","1112",1,"11007","007","11007"
"120","2","111034","0","02","11","301",6,1,NA,0,1,1,4,7,6,NA,NA,5,NA,0,0,0,0,1,1,0,0,0,2,6285.21841425672,0,0,3,0,435,"32580","1112",1,"11007","007","11007"
"121","2","111034","0","03","11","301",5,1,NA,0,1,0,4,7,6,NA,NA,5,NA,0,0,0,0,1,1,0,0,0,2,6285.21841425672,0,0,3,0,435,"32580","1112",1,"11007","007","11007"
"122","2","111035","0","01","11","101",34,1,2,0,2,12,1,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3875.55960126158,0,0,5,0,711,"32650","1113",1,"11007","007","11007"
"123","2","111035","0","02","11","201",33,0,2,0,2,12,1,4,3,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,3875.55960126158,0,0,5,0,711,"32650","1113",1,"11007","007","11007"
"124","2","111035","0","03","11","301",8,0,NA,0,1,2,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,3875.55960126158,0,0,5,0,711,"32650","1113",1,"11007","007","11007"
"125","2","111035","0","04","11","301",4,1,NA,0,1,0,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,3875.55960126158,0,0,5,0,711,"32650","1113",1,"11007","007","11007"
"126","2","111035","0","05","11","301",1,1,NA,NA,NA,NA,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,3875.55960126158,0,0,5,0,711,"32650","1113",1,"11007","007","11007"
"127","2","111036","0","01","11","101",43,0,4,0,2,9,1,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2162.82167667414,0,0,5,0,711,"32650","1113",1,"11007","007","11007"
"128","2","111036","0","02","11","301",21,1,6,0,1,8,3,6,5,NA,NA,4,NA,0,0,1,1,0,0,0,0,0,1,2162.82167667414,0,0,3,0,711,"32650","1113",1,"11007","007","11007"
"129","2","111036","0","03","11","301",18,0,6,0,1,11,3,6,5,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,0,2162.82167667414,0,0,5,0,711,"32650","1113",1,"11007","007","11007"
"130","2","111036","0","04","11","601",56,0,6,0,2,3,3,6,5,NA,NA,4,NA,0,0,0,1,0,0,0,0,0,1,2162.82167667414,0,0,3,0,711,"32650","1113",1,"11007","007","11007"
"131","2","111037","0","01","11","101",35,1,2,0,2,12,1,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1108.4273702267,0,1,4,0,711,"32650","1113",1,"11007","007","11007"
"132","2","111037","0","02","11","201",36,0,2,0,2,12,2,5,4,NA,NA,3,NA,0,1,0,0,0,0,0,0,0,0,1108.4273702267,0,1,4,0,711,"32650","1113",1,"11007","007","11007"
"133","2","111037","0","03","11","301",15,1,6,0,1,9,4,7,6,NA,NA,5,0,0,0,1,0,0,0,0,0,0,0,1108.4273702267,0,1,4,0,711,"32650","1113",1,"11007","007","11007"
"134","2","111037","0","04","11","301",8,0,NA,0,1,2,4,7,6,NA,NA,5,NA,0,0,1,0,0,0,0,0,0,0,1108.4273702267,0,1,4,0,711,"32650","1113",1,"11007","007","11007"
"135","2","111037","0","05","11","615",56,0,2,0,2,9,3,6,5,NA,NA,4,NA,0,0,1,0,0,0,0,0,0,0,1108.4273702267,0,1,4,0,711,"32650","1113",1,"11007","007","11007"
